LSB,MSB,PC,Name
003,126,021,Slap Bass 2
003,126,022,Slap Bass 2
003,126,023,Slap Bass 2
003,126,024,Fingered Bs
003,126,025,Fingered Bs
003,126,026,Picked Bass
003,126,027,Picked Bass
003,126,028,Fretless Bs
003,126,029,Acoustic Bs
003,126,030,Choir Aahs
003,126,031,Choir Aahs
003,126,032,Choir Aahs
003,126,033,Choir Aahs
003,126,034,SlowStrings
003,126,035,Strings
003,126,036,SynStrings3
003,126,037,SynStrings3
003,126,038,Organ 1
003,126,039,Organ 1
003,126,040,Organ 1
003,126,041,Organ 2
003,126,042,Organ 1
003,126,043,Organ 1
003,126,044,Organ 2
003,126,045,Organ 2
003,126,046,Organ 2
003,126,047,Trumpet
003,126,048,Trumpet
003,126,049,Trombone
003,126,050,Trombone
003,126,051,Trombone
003,126,052,Trombone
003,126,053,Trombone
003,126,054,Trombone
003,126,055,Alto Sax
003,126,056,Tenor Sax
003,126,057,BaritoneSax
003,126,058,Alto Sax
003,126,059,Brass 1
003,126,060,Brass 1
003,126,061,Brass 2
003,126,062,Brass 2
003,126,063,Brass 1
003,126,064,Orchest.Hit
003,127,001,Acou Piano1
003,127,002,Acou Piano2
003,127,003,Acou Piano3
003,127,004,Elec Piano1
003,127,005,Elec Piano2
003,127,006,Elec Piano3
003,127,007,Elec Piano4
003,127,008,Honkytonk
003,127,009,Elec Org 1
003,127,010,Elec Org 2
003,127,011,Elec Org 3
003,127,012,Elec Org 4
003,127,013,Pipe Org 1
003,127,014,Pipe Org 2
003,127,015,Pipe Org 3
003,127,016,Accordion
003,127,017,Harpsi 1
003,127,018,Harpsi 2
003,127,019,Harpsi 3
003,127,020,Clavi 1
003,127,021,Clavi 2
003,127,022,Clavi 3
003,127,023,Celesta 1
003,127,024,Celesta 2
003,127,025,Syn Brass 1
003,127,026,Syn Brass 2
003,127,027,Syn Brass 3
003,127,028,Syn Brass 4
003,127,029,Syn Bass 1
003,127,030,Syn Bass 2
003,127,031,Syn Bass 3
003,127,032,Syn Bass 4
003,127,033,Fantasy
003,127,034,Harmo Pan
003,127,035,Chorale
003,127,036,Glasses
003,127,037,Soundtrack
003,127,038,Atmosphere
003,127,039,Warm Bell
003,127,040,Funny Vox
003,127,041,Echo Bell
003,127,042,Ice Rain
003,127,043,Oboe 2001
003,127,044,Echo Pan
003,127,045,Doctor Solo
003,127,046,School Daze
003,127,047,Bellsinger
003,127,048,Square Wave
003,127,049,Str Sect 1
003,127,050,Str Sect 2
003,127,051,Str Sect 3
003,127,052,Pizzicato
003,127,053,Violin 1
003,127,054,Violin 2
003,127,055,Cello 1
003,127,056,Cello 2
003,127,057,Contrabass
003,127,058,Harp 1
003,127,059,Harp 2
003,127,060,Guitar 1
003,127,061,Guitar 2
003,127,062,Elec Gtr 1
003,127,063,Elec Gtr 2
003,127,064,Sitar
003,127,065,Acou Bass 1
003,127,066,Acou Bass 2
003,127,067,Elec Bass 1
003,127,068,Elec Bass 2
003,127,069,Slap Bass 1
003,127,070,Slap Bass 2
003,127,071,Fretless 1
003,127,072,Fretless 2
003,127,073,Flute 1
003,127,074,Flute 2
003,127,075,Piccolo 1
003,127,076,Piccolo 2
003,127,077,Recorder
003,127,078,Pan Pipes
003,127,079,Sax 1
003,127,080,Sax 2
003,127,081,Sax 3
003,127,082,Sax 4
003,127,083,Clarinet 1
003,127,084,Clarinet 2
003,127,085,Oboe
003,127,086,Engl Horn
003,127,087,Bassoon
003,127,088,Harmonica
003,127,089,Trumpet 1
003,127,090,Trumpet 2
003,127,091,Trombone 1
003,127,092,Trombone 2
003,127,093,Fr Horn 1
003,127,094,Fr Horn 2
003,127,095,Tuba
003,127,096,Brs Sect 1
003,127,097,Brs Sect 2
003,127,098,Vibe 1
003,127,099,Vibe 2
003,127,100,Syn Mallet
003,127,101,Windbell
003,127,102,Glock
003,127,103,Tube Bell
003,127,104,Xylophone
003,127,105,Marimba
003,127,106,Koto
003,127,107,Sho
003,127,108,Shakuhachi
003,127,109,Whistle 1
003,127,110,Whistle 2
003,127,111,Bottleblow
003,127,112,Breathpipe
003,127,113,Timpani
003,127,114,Melodic Tom
003,127,115,Deep Snare
003,127,116,Elec Perc 1
003,127,117,Elec Perc 2
003,127,118,Taiko
003,127,119,Taiko Rim
003,127,120,Cymbal
003,127,121,Castanets
003,127,122,Triangle
003,127,123,Orche Hit
003,127,124,Telephone
003,127,125,Bird Tweet
003,127,126,OneNote Jam
003,127,127,Water Bell
003,127,128,Jungle Tune
004,000,001,Piano 1
004,000,002,Piano 2
004,000,003,Piano 3
004,000,004,Honky-tonk
004,000,005,E.Piano 1
004,000,006,E.Paino 2
004,000,007,Harpsichord
004,000,008,Clav.
004,000,009,Celesta
004,000,010,Glockenspiel
004,000,011,Music Box
004,000,012,Vibraphone
004,000,013,Marimba
004,000,014,Xylophone
004,000,015,Tubular-bell
004,000,016,Santur
004,000,017,Organ 1
004,000,018,Organ 2
004,000,019,Organ 3
004,000,020,Church Org.1
004,000,021,Reed Organ
004,000,022,Accordion Fr
004,000,023,Harmonica
004,000,024,Bandoneon
004,000,025,Nylon-str.Gt
004,000,026,Steel-str.Gt
004,000,027,Jazz Gt.
004,000,028,Clean Gt.
004,000,029,Muted Gt.
004,000,030,Overdrive Gt
004,000,031,DistortionGt
004,000,032,Gt.Harmonics
004,000,033,Acoustic Bs.
004,000,034,Fingered Bs.
004,000,035,Picked Bass
004,000,036,Fretless Bs.
004,000,037,Slap Bass 1
004,000,038,Slap Bass 2
004,000,039,Synth Bass 1
004,000,040,Synth Bass 2
004,000,041,Violin    :
004,000,042,Viola     :
004,000,043,Cello     :
004,000,044,Contrabass
004,000,045,Tremolo Str
004,000,045,Trem Str.St.
004,000,046,PizzicatoStr
004,000,047,Harp
004,000,048,Timpani
004,000,049,Strings
004,000,050,Slow Strings
004,000,051,Syn.Strings1
004,000,052,Syn.Strings2
004,000,053,Choir Aahs
004,000,054,Voice Oohs
004,000,055,SynVox
004,000,056,OrchestraHit
004,000,057,Trumpet
004,000,058,Trombone
004,000,059,Tuba
004,000,060,MutedTrumpet
004,000,061,French Horns
004,000,062,Brass 1
004,000,063,Synth Brass1
004,000,064,Synth Brass2
004,000,065,Soprano Sax
004,000,066,Alto Sax
004,000,067,Tenor Sax
004,000,068,Baritone Sax
004,000,069,Oboe
004,000,070,English Horn
004,000,071,Bassoon
004,000,072,Clarinet
004,000,073,Piccolo
004,000,074,Flute
004,000,075,Recorder
004,000,076,Pan Flute
004,000,077,Bottle Blow
004,000,078,Shakuhachi
004,000,079,Whistle
004,000,080,Ocarina
004,000,081,Square Wave
004,000,082,Saw Wave
004,000,083,Syn.Calliope
004,000,084,Chiffer Lead
004,000,085,Charang
004,000,086,Solo Vox
004,000,087,5th Saw Wave
004,000,088,Bass & Lead
004,000,089,Fantasia
004,000,090,Warm Pad
004,000,091,Polysynth
004,000,092,Space Voice
004,000,093,Bowed Glass
004,000,094,Metal Pad
004,000,095,Halo Pad
004,000,096,Sweep Pad
004,000,097,Ice Rain
004,000,098,Soundtrack
004,000,099,Crystal
004,000,100,Atmosphere
004,000,101,Brightness
004,000,102,Goblin
004,000,103,Echo Drops
004,000,104,Star Theme
004,000,105,Sitar
004,000,106,Banjo
004,000,107,Shamisen
004,000,108,Koto
004,000,109,Kalimba
004,000,110,Bagpipe
004,000,111,Fiddle
004,000,112,Shanai
004,000,113,Tinkle Bell
004,000,114,Agogo
004,000,115,Steel Drums
004,000,116,Woodblock
004,000,117,Taiko
004,000,118,Melo. Tom 1
004,000,119,Synth Drum
004,000,120,Reverse Cym.
004,000,121,Gt.FretNoise
004,000,122,Breath Noise
004,000,123,Seashore
004,000,124,Bird
004,000,125,Telephone 1
004,000,126,Helicopter
004,000,127,Applause
004,000,128,Gun Shot
004,001,001,UprightPiano
004,001,002,Pop Piano
004,001,003,EG+Rhodes 1
004,001,006,E.Paino 3
004,001,007,Harpsichord2
004,001,008,Clav. 2
004,001,009,Pop Celesta
004,001,011,Music Box 2
004,001,012,Pop Vibe.
004,001,016,Santur 2
004,001,017,Organ 101
004,001,018,Jazz Organ
004,001,023,Harmonica 2
004,001,027,Mellow Gt.
004,001,028,Clean Half
004,001,029,Muted Dis.Gt
004,001,030,Overdrive 2
004,001,031,Dist. Gt2 :
004,001,033,Rockabilly
004,001,034,Fingered Bs2
004,001,035,Picked Bass2
004,001,036,Fretless Bs2
004,001,037,Slap Pop
004,001,038,Slap Bass 3
004,001,039,SynthBass101
004,001,040,SynthBass201
004,001,041,Violin Atk:
004,001,042,Viola Atk.:
004,001,043,Cello Atk.:
004,001,046,Vcs&Cbs Pizz
004,001,047,Harp&Strings
004,001,049,Bright Str:
004,001,050,SlowStrings2
004,001,051,OB Strings
004,001,052,Syn.Strings5
004,001,054,Chorus Oohs
004,001,055,SynVox 2
004,001,056,Orch. Hit
004,001,057,Trumpet 2
004,001,058,Trombone 2
004,001,059,Tuba 2
004,001,060,Cup Mute Tb
004,001,061,Fr.Horn 2
004,001,062,Brass ff
004,001,063,JUNO Brass
004,001,064,Soft Brass
004,001,067,Tenor Sax :
004,001,068,Bari. Sax :
004,001,073,Piccolo   :
004,001,074,Flute 2   :
004,001,078,Shakuhachi:
004,001,079,Whistle 2
004,001,081,MG Square
004,001,082,OB2 Saw
004,001,083,Vent Synth
004,001,084,TB Lead
004,001,085,Wire Lead
004,001,086,Solo Vox 2
004,001,087,Big Fives
004,001,088,Big & Raw
004,001,089,Fantasia 2
004,001,090,Thick Matrix
004,001,091,80's PolySyn
004,001,092,Heaven II
004,001,093,SoftBellPad
004,001,094,Tine Pad
004,001,095,Vox Pad
004,001,096,Polar Pad
004,001,097,Harmo Rain
004,001,098,Ancestral
004,001,099,Syn Mallet
004,001,100,Warm Atmos
004,001,101,Shining Star
004,001,102,Goblinson
004,001,103,Echo Bell
004,001,104,Star Theme 2
004,001,105,Sitar 2
004,001,106,Muted Banjo
004,001,107,Tsugaru
004,001,108,Gu Zheng
004,001,112,Shanai 2
004,001,115,Island Mlt
004,001,117,Small Taiko
004,001,118,Real Tom
004,001,120,Reverse Cym2
004,001,121,Gt.Cut Noise
004,001,122,Fl.Key Click
004,001,123,Rain
004,001,124,Dog
004,001,125,Telephone 2
004,001,126,Car-Engine
004,001,127,Laughing
004,001,128,Machine Gun
004,002,001,Mild Piano
004,002,002,Rock Piano
004,002,003,EG+Rhodes 2
004,002,007,Harpsichord3
004,002,008,Atk Clav.1
004,002,016,Santur 3
004,002,017,Ful Organ 1
004,002,018,E.Organ 16+2
004,002,028,Open Hard 1
004,002,029,TC Muted Gt.
004,002,030,Overdrive 3
004,002,031,Dazed Guitar
004,002,034,Jazz Bass
004,002,035,Picked Bass3
004,002,036,Fretless Bs3
004,002,039,CS Bass
004,002,040,Modular Bass
004,002,046,Chamber Pizz
004,002,047,Harp St.
004,002,049,ChamberStr:
004,002,050,SlowStrings3
004,002,051,StackStrings
004,002,052,JUNO Strings
004,002,054,Voice Oohs 2
004,002,055,SynVox 3
004,002,056,Orch. Hit
004,002,057,Trumpet   :
004,002,058,Twin bones
004,002,060,MmuteTrumpet2
004,002,061,Horn + Orche
004,002,062,Bones Sect.
004,002,063,Stack Brass
004,002,064,Warm Brass
004,002,074,Flute Exp.
004,002,081,Hollow Mini
004,002,082,Pulse Saw
004,002,083,Pure PanLead
004,002,084,Hybrid Lead
004,002,085,FB.Charang
004,002,087,5th Lead
004,002,088,Fat & Perky
004,002,089,New Age Pad
004,002,090,Horn Pad
004,002,091,Polysynth 2
004,002,092,SC Heaven
004,002,093,JP8 Sqr Pad
004,002,094,Panner Pad
004,002,095,Vox Sweep
004,002,096,Ambient BPF
004,002,097,African wood
004,002,098,Prologue
004,002,099,Soft Crystal
004,002,100,Nylon Harp
004,002,101,OB Stab
004,002,102,50's Sci-Fi
004,002,103,Echo Pan
004,002,104,Star Mind
004,002,105,Detune Sitar
004,002,118,Real Tom 2
004,002,120,Reverse Cym3
004,002,121,String Slap
004,002,122,Brth Nz Menu
004,002,123,Thunder
004,002,124,Horse-Gallop
004,002,125,DoorCreaking
004,002,126,Car-Stop
004,002,127,Screaming
004,002,128,Lasergun
004,003,008,Atk Clav.2
004,003,017,Ful Organ 2
004,003,018,Jazz Organ 2
004,003,028,Open Hard 2
004,003,030,More Drive
004,003,031,Distortion:
004,003,034,Jazz Bass 2
004,003,035,Picked Bass4
004,003,036,Fretless Bs4
004,003,039,JP-4 Bass
004,003,040,Seq Bass
004,003,046,St.Pizzicato
004,003,047,Uiilean Harp
004,003,049,Cello sect.
004,003,051,JP Strings
004,003,052,FiteredOrch
004,003,054,Chorus Oohs2
004,003,056,Orch. Hit
004,003,057,Dark Trumpet
004,003,058,Bones & Tuba
004,003,060,MutedTrumpet3
004,003,061,Wide FreHrns
004,003,062,St. Brass ff
004,003,063,SH-5 Brass
004,003,064,Synth Brass3
004,003,074,Flt Travelso
004,003,081,Mellow FM
004,003,082,Feline GR
004,003,084,Unison SqrLd
004,003,085,Fat GR Lead
004,003,087,5th Ana.Clav
004,003,088,JUNO Rave
004,003,089,Bell Heaven
004,003,090,Rotary Strng
004,003,091,Poly King
004,003,092,Itopia
004,003,093,7thBelPad
004,003,094,Steel Pad
004,003,096,Sync Pad
004,003,097,Anklung Pad
004,003,098,Prologue 2
004,003,099,Round Glock
004,003,100,Harpvox
004,003,101,Brass Star
004,003,102,Abduction
004,003,103,Echo Pan 2
004,003,104,Star Dust
004,003,105,Sitar 3
004,003,118,Jazz Tom
004,003,120,Reveree Cym4
004,003,121,Gt.CutNoise2
004,003,122,Fl.Breath 1
004,003,123,Wind
004,003,124,Bird 2
004,003,125,Door
004,003,126,Car-Pass
004,003,127,Punch
004,003,128,Explosion
004,004,017,Ful Organ 3
004,004,018,Jazz Organ 3
004,004,028,JC Clean Gt.
004,004,030,Guitar Pinch
004,004,031,Dist.Fast :
004,004,034,Rock Bass
004,004,035,Double
004,004,036,Syn Fretless
004,004,039,JP-8 Bass
004,004,040,MG Bass
004,004,049,Bright Str.2
004,004,051,Chorus Str.
004,004,052,JP Saw Str.
004,004,054,OohsCodemaj7
004,004,057,Trumpet & Nz
004,004,058,Bright Tb
004,004,062,Quad Brass1
004,004,063,MKS Brass
004,004,064,Sync Brass
004,004,081,CC Solo
004,004,082,Big Lead
004,004,084,FatSolo Lead
004,004,085,Windy GR Ld
004,004,087,5th Pulse
004,004,088,JP8 BsLead 1
004,004,089,Fantasia 3
004,004,090,OB Soft Pad
004,004,091,Super Poly
004,004,092,Water Space
004,004,093,Steel Glass
004,004,094,Speciel Rave
004,004,096,Warriors
004,004,097,Rattle Pad
004,004,098,Hols Strings
004,004,099,Loud Glock
004,004,100,HollowReleas
004,004,101,Choir Stab
004,004,102,Auhbient
004,004,103,Big Panner
004,004,104,Rep.Trance
004,004,105,Sitar/Done
004,004,118,Brush Tom
004,004,121,Dist.CutNoiz
004,004,122,Fl.Breath 2
004,004,123,Stream
004,004,124,Kitty
004,004,125,Scratch
004,004,126,Car-Crash
004,004,127,Heart Beat
004,004,128,Eruption
004,005,017,Ful Organ 4
004,005,018,Jazz Organ 4
004,005,028,Atk CleanGt.
004,005,030,Attack Drive
004,005,031,Attack Dist
004,005,034,Heart Bass
004,005,036,Mr.Smooth
004,005,039,P5 Bass
004,005,040,Mg Oct Bass1
004,005,049,Bright Str.3
004,005,052,Hybrid Str.2
004,005,054,OohsCodeSus4
004,005,062,Quad Brass2
004,005,063,Jump Brass
004,005,064,Fat SynBrass
004,005,081,Shmoog
004,005,082,Velo Lead
004,005,084,ForcefulLead
004,005,085,Mellow GR Ld
004,005,087,JP 5th Saw
004,005,088,JP8 BsLead 2
004,005,089,Fantasia 4
004,005,090,Sine Pad
004,005,092,Cold Space
004,005,093,Bottle Stack
004,005,094,Metal Pad 2
004,005,099,GlockenChime
004,005,100,Nylon+Rhodes
004,005,102,LFO Pad
004,005,103,Reso Panner
004,005,097,Saw Impulse
004,005,098,HistoryWave
004,005,101,D-50 Retour
004,005,104,Etherality
004,005,105,Sitar 4
004,005,121,Bass Slide
004,005,122,Fl.Breath 3
004,005,123,Bubble
004,005,124,Growl
004,005,125,Wind Chimes
004,005,126,Siren
004,005,127,Footsteps
004,005,128,Big Shot
004,006,017,Ful Organ 5
004,006,018,Jazz Organ 5
004,006,034,AttackFinger
004,006,039,JPMG Bass
004,006,040,MG Oct Bass2
004,006,049,Quad Strings
004,006,052,Dist.Strings
004,006,054,Jazz Scat
004,006,064,DeepSynBrass
004,006,081,LM Square
004,006,082,GR-300
004,006,084,Oct.UnisonLd
004,006,085,GR & Pulse
004,006,087,JP8000 5thFB
004,006,088,SH-5 Bs.Lead
004,006,089,After D!
004,006,090,OB Soft Pad2
004,006,092,Noise Peaker
004,006,097,Strange Str.
004,006,099,Clear Bells
004,006,100,Ambient Pad
004,006,101,SouthernWind
004,006,102,Random Str
004,006,103,Water Piano
004,006,104,Mystic Pad
004,006,121,Pick Scrape
004,006,122,Vox Breath 1
004,006,123,Wind 2
004,006,124,Growl
004,006,126,Train
004,006,127,Applause 2
004,006,128,Explosion 2
004,007,017,Ful Organ 6
004,007,018,Jazz Organ 6
004,007,034,Finger Slap
004,007,040,MG Blip Bs:
004,007,049,Mild Strings
004,007,052,JUNOFullStr.
004,007,081,JP8000 TWM
004,007,082,LA Saw
004,007,084,Unison SawLd
004,007,088,Deleyed Lead
004,007,089,260HarmPad
004,007,092,Bamboo Hit
004,007,097,FastFWD Pad
004,007,099,ChristmasBel
004,007,100,Invisible
004,007,101,StmbolicBell
004,007,102,Random Pad
004,007,103,Echo SynBrass
004,007,122,Vox Breath 2
004,007,123,Cricket
004,007,124,Fancy Animal
004,007,125,Scratch 2
004,007,126,Jetplane
004,007,127,Small Club
004,008,001,Uprihgt Pw
004,008,002,Pop Piano w
004,008,003,Piano 3w
004,008,004,Honky-tonk 2
004,008,005,St.Soft EP
004,008,006,Detuned EP 2
004,008,007,Coupled Hps.
004,008,008,Comp Clav.
004,008,011,St.Music Box
004,008,012,Vibraphone w
004,008,013,Marimba w
004,008,014,Xylophone w
004,008,015,Church Bell
004,008,016,Cimbalom
004,008,017,Trem. Organ
004,008,017,DetunedOr.1
004,008,018,Chorus Or.2
004,008,019,Rotary Org.
004,008,020,Church Org.2
004,008,021,Wind Organ
004,008,022,Accordion It
004,008,023,B.Harp Basic
004,008,024,Bandoneon 2
004,008,025,Ukulele
004,008,026,12-str.Gt
004,008,027,Pedal Steel
004,008,028,Chorus Gt.
004,008,029,Funk Pop
004,008,030,LP OverDrvGt
004,008,031,Feedback Gt.
004,008,032,Gt. Feedback
004,008,033,Wild A.Bass
004,008,034,ChorusJazzBs
004,008,035,MutePickBs.
004,008,036,Wood+FlessBs
004,008,037,Reso Slap
004,008,038,FM Slap
004,008,039,Acid Bass
004,008,040,Beef FM Bass
004,008,041,Slow Violin
004,008,045,Slow Tremolo
004,008,046,Solo Pizz.
004,008,049,Orchestra
004,008,050,Legato Str.
004,008,051,Syn.Strings3
004,008,052,Air Strings
004,008,053,St.ChoirAahs
004,008,054,Voice Dahs
004,008,055,Syn.Voice
004,008,056,Impact Hit
004,008,057,Flugel Horn
004,008,058,Bs. Trombone
004,008,059,Tuba + Horn
004,008,060,Muted Horns
004,008,061,F.Hrn Slow:
004,008,062,Brass 2
004,008,063,Pro Brass
004,008,064,SynBrass sfz
004,008,065,Soprano Exp.
004,008,066,AltoSax Exp.
004,008,067,BreathyTn.:
004,008,068,Bari & Tenor
004,008,069,Oboe Exp.
004,008,072,Bs Clarinet
004,008,073,Nay
004,008,074,Flute + Vln
004,008,076,Kawala
004,008,081,2600 Sine
004,008,082,Doctor Solo
004,008,083,LM Pure Lead
004,008,084,Mad Lead
004,008,085,Dist.Lead
004,008,086,Vox Lead
004,008,087,4th Lead
004,008,090,Octave Pad
004,008,091,Power Stack
004,008,092,Cosmic Voice
004,008,095,Horror Pad
004,008,096,Converge
004,008,097,Clavi Pad
004,008,098,Rave
004,008,099,Vibra Bells
004,008,100,Pulsey Key
004,008,101,Org Bell
004,008,102,LowBirds Pad
004,008,103,Pan Sequence
004,008,104,Dream Pad
004,008,105,Tambra
004,008,106,Rabab
004,008,107,Syn Shamisen
004,008,108,Taisho Koto
004,008,109,Sanza
004,008,110,Didgeridoo
004,008,111,Er Hu
004,008,112,Pungi
004,008,113,Bonang
004,008,114,Atarigane
004,008,116,Castanets
004,008,117,Concert BD
004,008,118,Melo. Tom 2
004,008,119,808 Tom
004,008,120,Rev.Snare 1
004,008,121,Gt. FX Menu
004,008,122,Trombone Nz
004,008,124,Seal
004,008,125,ScratchKey
004,008,126,Starship
004,008,127,ApplauseWave
004,009,001,Mild Piano w
004,009,002,Rock Piano w
004,009,005,Cho. E.Piano
004,009,006,Detuned EP 3
004,009,012,Vibraphones
004,009,015,Carillon
004,009,017,Organ o
004,009,018,Octave Organ
004,009,022,Dist. Accord
004,009,023,B.Harp Suppl
004,009,026,Nylon+Steel
004,009,028,JC Chorus Gt
004,009,030,LP OverDrv:
004,009,031,Feedback Gt2
004,009,032,Gt.Feedback2
004,009,033,Atk A.Bass
004,009,037,Unison Slap
004,009,039,TB303 Bass
004,009,040,Dly Bass
004,009,045,Suspense Str
004,009,049,Orchestra 2
004,009,050,Warm Strings
004,009,051,Syn.Strings4
004,009,052,Atk Syn Str.
004,009,053,Melted Choir
004,009,054,JzVoice Dat
004,009,056,Philly Hit
004,009,061,Dual Horns
004,009,062,Brass 3
004,009,063,P5 Brass
004,009,064,OB Brass
004,009,066,Grow Sax
004,009,067,St.Tenor Sax
004,009,073,Nay Tremolo
004,009,074,Pipe & Reed
004,009,081,Sine Lead
004,009,082,Fat Saw Lead
004,009,083,LM Blow Lead
004,009,084,CrowdingLead
004,009,085,Acid Guitar1
004,009,086,LFO Vox
004,009,090,Stack Pad
004,009,091,Octave Stack
004,009,092,Auh Vox
004,009,095,SynVox Pad
004,009,096,Shwimmer
004,009,097,EP Pad
004,009,099,Digi Bells
004,009,100,Noise Piano
004,009,102,Falling Down
004,009,103,Aqua
004,009,104,Silky Pad
004,009,106,San Xian
004,009,109,Bodhran
004,009,110,Uillean Pipe
004,009,111,Gao Hu
004,009,113,Gender
004,009,117,ConcertBD Mt
004,009,118,Rock Tom
004,009,119,Elec Perc
004,009,120,Rev.Snare 2
004,009,121,Bartok Pizz.
004,009,122,Trumpet Nz
004,009,125,TapeRewind
004,009,126,Burst Noise
004,009,127,BadyLaughing
004,010,005,SilentRhodes
004,010,006,EP Legend
004,010,015,Church Bell2
004,010,017,Ful Organ 7
004,010,026,Atk Steel Gt
004,010,030,LP Harf DRV
004,010,039,Tekno Bass
004,010,040,X Wire Bass
004,010,045,SuspenseStr2
004,010,049,Tremolo Orch
004,010,050,St.Slow Str.
004,010,051,Syn.Strings6
004,010,052,StraightStr.
004,010,053,Church Choir
004,010,054,JzVoice Bop
004,010,055,Syn.Voice 2
004,010,056,Double Hit
004,010,062,Brass sfz
004,010,063,OrchSynBrass
004,010,064,Reso Brass
004,010,081,KG Lead
004,010,082,JP8000 Saw
004,010,084,Double Sqr.
004,010,085,Acid Guitar2
004,010,086,Vox Lead 2
004,010,090,Human Pad
004,010,091,Reso Stack
004,010,092,AuhAuh
004,010,095,SynVox Pad 2
004,010,096,Celestial Pd
004,010,097,Tambra Pad
004,010,099,Music Bell
004,010,100,Heaven Atmos
004,010,103,Panning Lead
004,010,104,Dream Pad 2
004,010,109,Bodhran Mute
004,010,110,UillnPipe Nm
004,010,102,LFO RAVE
004,010,113,Gamelan Gong
004,010,119,Sine Perc.
004,010,121,Guitar Slap
004,010,125,Phono Noise
004,010,126,Calculating
004,011,017,Ful Organ 8
004,011,030,LP Harf DRV2
004,011,039,TB303 Bass 2
004,011,040,WireStr Bass
004,011,049,Choir Str.
004,011,050,St.Slow Str2
004,011,051,Syn.Strings7
004,011,053,Boys Choir 1
004,011,054,JzVoice Doun
004,011,056,Perc. Hit
004,011,064,DistSqrBrass
004,011,081,Twin Sine
004,011,082,D-50 Fat Saw
004,011,085,Dance Dst.Gt
004,011,090,Sync Brs.Pad
004,011,091,Techno Stack
004,011,092,Vocorderman
004,011,095,Breath&Rise
004,011,096,Bag Sweep
004,011,097,CP Pad
004,011,099,Analog Bell
004,011,100,Tambra Atmos
004,011,102,LFO Horror
004,011,103,PanningBrass
004,011,104,Silky Pad 2
004,011,110,UillnPipe Or
004,011,113,St.Gamelan
004,011,119,606 Tom
004,011,121,Chord Stroke
004,011,125,MC-500 Beep
004,011,126,Perc. Bang
004,012,017,Ful Organ 9
004,012,030,LP Chorus
004,012,039,Kicked TB303
004,012,040,Blip Bass :
004,012,049,Strings+Horn
004,012,050,S.Str+Choir
004,012,051,LoFi Strings
004,012,053,Boys Choir 2
004,012,054,JzVoice Trum
004,012,056,Shock Wave
004,012,062,Brass sfz 2
004,012,064,JP8000SawBrs
004,012,082,OB DoubleSaw
004,012,085,DanceDst.Gt2
004,012,090,Oct.PWM Pad
004,012,091,Pulse Stack
004,012,092,Holy Voice
004,012,095,Tears Voice
004,012,096,Sweep Pipe
004,012,099,Blow Bell
004,012,102,LFO Techno
004,012,113,Jang Gu
004,012,119,909 Tom
004,012,121,Biwa Stroke
004,012,125,Scratch 3
004,012,126,Burner
004,013,039,TB303 Saw Bs
004,013,040,RubberBass 1
004,013,049,Str.+Flute
004,013,050,S.Str+Choir2
004,013,053,St.BoysChoir
004,013,056,Orch. Hit
004,013,082,JP DoubleSaw
004,013,090,JP Soft Pad
004,013,091,TwinOct.Rave
004,013,096,Sweep Stack
004,013,099,Hyper Bell
004,013,102,Alternative
004,013,113,Jegogan
004,013,119,606 Dist.Tom
004,013,121,Biwa Tremolo
004,013,125,Scratch 4
004,013,126,Glass & Glam
004,014,039,Rubber303 Bs
004,014,040,Syn Bell Bs
004,014,049,Choir Str.
004,014,053,Rich Choir
004,014,056,Orch. Hit
004,014,062,FatPop Brass
004,014,082,FatSawLead 2
004,014,091,Oct.Rave
004,014,096,Deep Sweep
004,014,102,UFO FX
004,014,113,Jublag
004,014,125,Scratch 5
004,014,126,Ice Ring
004,015,039,Reso 303 Bs
004,015,040,Odd Bass
004,015,049,Choir Str.2
004,015,056,Orch. Hit
004,015,082,JP SuperSaw
004,015,091,Happy Synth
004,015,096,Stray Pad
004,015,102,Gargle Man
004,015,113,Pemade
004,015,125,Scratch 6
004,015,126,Over Blow
004,016,001,European Pf
004,016,002,Dance Piano
004,016,005,FM+SA EP
004,016,006,St.FM EP
004,016,007,Harpsi.w
004,016,008,Reso Clav.
004,016,013,Barafon
004,016,015,Tubularbellw
004,016,016,Zither 1
004,016,017,60's Organ 1
004,016,019,Rotary Org.S
004,016,020,Church Org.3
004,016,021,Puff Organ
004,016,022,Cho. Accord
004,016,024,Bandoneon 3
004,016,025,Nylon Gt.o
004,016,026,Mandolin
004,016,028,TC FrontPick
004,016,029,Funk Gt.2
004,016,032,Ac.Gt.Harmnx
004,016,031,Power Guitar
004,016,033,Bass + OHH
004,016,034,F.Bass/Harm.
004,016,035,P.Bass/Harm.
004,016,039,Reso SH Bass
004,016,040,RubberBass 2
004,016,046,Solo Spic.
004,016,047,Synth Harp
004,016,049,St. Strings
004,016,051,High Strings
004,016,053,Choir Hahs
004,016,054,VoiceLah Fem
004,016,055,VP330 Choir
004,016,056,Lo Fi Rave
004,016,057,4th Trumpets
004,016,058,Euphonium
004,016,061,Synth Horn
004,016,062,Brass Fall
004,016,063,Oct SynBrass
004,016,064,Velo Brass 1
004,016,066,AltoSax + Tp
004,016,069,Multi Reed
004,016,072,Multi Wind
004,016,073,Di
004,016,074,Tron Flute
004,016,076,Zampona
004,016,081,P5 Square
004,016,082,Waspy Synth
004,016,085,P5 Sync Lead
004,016,091,ForwardSweep
