85St CrsCym1,Crash Cymbal1,85StCrsCym1B,,,,,,85Rm CrsCym1,909 Crash   ,Jngl Crash  ,909 Crsh,RND RCrC,909 Crash   ,,,Crash Cymbal1,,,,,,,,Crash Cymbal1,TR-808 Crash Cymbal,808 Crash   ,TR-808 Crash Cymbal,TR-808 Crash Cymbal,TR-909 Crash Cymbal,TR-909 Crash Cymbal,,85Jz CrsCym1,85JzCrsCym1B,,,,,,,Brush Crash Cymbal,85Br CrsCym1,85BrCrsCym1B,,,,,,Timpani c#,Rama Cymbal,[55]Concert BD 1,Cnct.BD ,Jaw Harp Wow,Half-Open Hi-Hat 1,Kempur,Kempur,Guitar Cutting Noise Do,Reverse Slap,Reverse Hip-Hop Snare 2,R Jngl BD   ,Key Typing 4,R Voice Hie2,85St OpenHat
85St Tom10  ,High Tom 1,85StTom10B,,,,,,Room Tom 2  ,85Jz Tom12  ,909 Tom     ,606HTom1,R.HTom 1,909 Tom     ,,,Power High Tom 1,,,,,,,,Electric High Tom 1,TR-808 High Tom 1,Synth Drum 2,CR-78 High Tom 1,TR-606 High Tom 1,TR-707 High Tom 1,TR-909 High Tom 1,,85Jz Tom12  ,85JzTom12B,,,,,,,Brush High Tom 1,85Br Tom3   ,85BrTom3B,,,,,,Timpani d,Gamelan Gong,[88]Room Kick 1,Room K2 ,Wadaiko     ,Half-Open Hi-Hat 2,Jegogan,Jegogan,String Slap of Double B,Reverse Cymbal 1,Reverse Jungle Snare 1,R Jngl BD 2 ,Key Typing 5,R BabyLaught,85Rm OpenHat
85St RdCym  ,Ride Cymbal 1,85StRdCymB,,,,,,85Rm RdCym  ,Ride Cymbal ,Ride Cymbal ,RideCym1,RND RRdC,909 Ride Cym,,,Ride Cymbal 1,,,,,,,,Ride Cymbal 1,TR-606 Ride Cymbal,606 Ride Cym,TR-606 Ride Cymbal,TR-606 Ride Cymbal,TR-909 Ride Cymbal,TR-909 Ride Cymbal,,85Jz RdCym  ,85JzRdCymB,,,,,,,Ride Cymbal Inner,85Br RdCym  ,85BrRdCymB,,,,,,Timpani d#,Udo Short,[88]Room Kick 2,Room K1,Wadaiko Rim ,[55]Open Hi Hat,Jegogan,Jegogan,Flute Key Click Noise,Reverse Cymbal 2,Reverse House Snare,R 808 BD    ,Key Typing 6,R Yyooh,85Jz OpenHat
ChinaCymbal,Chinese Cymbal,ChinaCymbal,,,,,,ChinaCymbal,ReverseCymbl,ReverseCymbl,Rev.Cym ,,ReverseCymbl,,,Chinese Cymbal,,,,,,,,Reverse Cymbal,Chinese Cymbal,ReverseCymbl,Chinese Cymbal,Chinese Cymbal,Chinese Cymbal,Chinese Cymbal,,ChinaCymbal,ChinaCymbal,,,,,,,Chinese Cymbal,ChinaCymbal,ChinaCymbal,,,,,,Timpani e,Udo Long,[88]Power Kick1,Jngl BD1,Taiko       ,[88]Open Hi-Hat 2,Jegogan,Jegogan,Laughing,Reverse Open Hi-Hat,Reverse Closed Hi-Hat,R 909 BD    ,BabyLaughing,R Jp Lan Fem,85Br OpenHat
85St RdBell ,Ride Bell,85StRdBellB,,,,,,85Rm RdBell,Ride Bell   ,Ride Bell,RideBell,RND RRdB,Ride Bell   ,,,Ride Bell,,,,,,,,Ride Bell,Ride Bell,Ride Bell   ,Ride Bell,Ride Bell,Ride Bell,Ride Bell,,85Jz RdBell ,85JzRdBellB,,,,,,,Brush Ride Bell,85Br RdBell ,85BrRdBellB,,,,,,Timpani f,Udo Slap,[88]Power Kick2,Jngl BD2,Shimedaiko  ,[88]Open Hi-Hat 3,Jegogan,Jegogan,Screaming,Reverse Ride Cymbal,Reverse TR-606 C-HH,R 909 BD 2  ,Clap Hit    ,R Ooue!     ,909 OH      
Tambourine  ,Tambourine,Tambourine  ,,,,,,Tambourine  ,Shake Tamb  ,Shake Tamb  ,ShakeTmb,,Shake Tamb  ,,,Tambourine  ,,,,,,,,Tambourine,CR-78 Tambourine,Shake Tamb  ,CR-78 Tambourine,CR-78 Tambourine,Tambourine 2,Tambourine 2,,Tambourine  ,Tambourine  ,,,,,,,Tambourine,Tambourine  ,Tambourine  ,,,,,,Tambourine,Bendir,[88]Elec Kick 2,JnglBDRl,Atarigane   ,Open Hi-Hat,Jegogan,Jegogan,Punch,Reverse CR-78 Open HH,Reverse TR-707 C-HH,R Fat BD    ,Stab! 1     ,Fl.Breath 1 ,TR-707 OHH  
Splash Cym. ,Splash Cymbal,Splash Cym. ,,,,,,Splash Cym. ,Splash Cym. ,Splash Cym. ,,SplshCym,Splash Cym. ,,,Splash Cymbal,,,,,,,,Splash Cymbal,Splash Cymbal,Splash Cym. ,Splash Cymbal,Splash Cymbal,Splash Cymbal,Splash Cymbal,,Splash Cym. ,Splash Cym. ,,,,,,,Splash Cymbal,Splash Cym. ,Splash Cym. ,,,,,,Splash Cymbal,Req Dum,[88]Elec Kick 1,Fat BD,Hyoushigi   ,TR-909 Open Hi-Hat,Jublag,Jublag,Heart Beat,Reverse Closed Hi-Hat,Reverse TR-808 C-HH,R Dance BD  ,Stab! 2     ,Fl.Breath 2 ,606 HiHat Op
Cowbell     ,Cowbell,Cowbell     ,,,,,,Cowbell     ,808cowbe    ,808cowbe    ,808 Cow ,,808cowbe    ,,,Cowbell,,,,,,,,Cowbell,TR-808 Cowbell,808cowbe    ,CR-78 Cowbell,CR-78 Cowbell,TR-808 Cowbell,TR-808 Cowbell,,Cowbell     ,Cowbell     ,,,,,,,Cowbell,Cowbell     ,Cowbell     ,,,,,,Cowbell,Req Tik,[55]Elec Kick,HHop BD2,Ohkawa      ,TR-707 Open Hi-Hat,Jublag,Jublag,Footsteps 1,Reverse Gong,Reverse Jungle Hi-Hat,R St Snare1 ,Bounce Hit  ,Fl.Breath 3 ,TR-808 OHH  
Crash Cym.2 ,Crash Cymbal 2,Crash Cym.2 ,,,,,,Crash Cym.2 ,Crash Cym.2 ,Crash Cym.2 ,909 Crsh,,909 Crash   ,,,Crash Cymbal 2,,,,,,,,Crash Cymbal 2,TR-909 Crash Cymbal,Crash Cym.2 ,TR-909 Crash Cymbal,TR-909 Crash Cymbal,Crash Cymbal 2,Crash Cymbal 2,,Crash Cym.2 ,Crash Cym.2 ,,,,,,,Crash Cymbal 2,Crash Cym.2 ,Crash Cym.2 ,,,,,,Concert Cymbal 2,Tabla Te,[88]TR-808 Kick,808 BD  ,H kotsuzumi ,TR-606 Open Hi-Hat,Jublag,Jublag,Footsteps 2,Reverse Bell Tree,Reverse Tambourine 2,R St Snare2 ,Boeeeen     ,Vox Brath   ,CR-78 ohh   
Vibraslap   ,Vibra-slap,Vibraslap   ,,,,,,Vibraslap   ,Vibraslap   ,Vibraslap   ,,,Vibraslap   ,,,Vibra-slap,,,,,,,,Vibra-slap,Vibra-slap,Vibraslap   ,Vibra-slap,Vibra-slap,Vibra-slap,Vibra-slap,,Vibraslap   ,Vibraslap   ,,,,,,,Vibra-slap,Vibraslap   ,Vibraslap   ,,,,,,Vibra-slap,Tabla Na,[88]TR-909 Kick,909 BD1  ,L Kotsuzumi ,[88]TR-808 Open Hi-Hat,Jublag,Jublag,Applause,Reverse Guiro,Reverse Shake Tambourin,R Rm Snare1 ,Glass Stir,Vox Brath 2 ,85St CrsCym1
Ride Cymbal ,Ride Cymbal 2,Ride Cymbal ,,,,,,Ride Cymbal ,Ride Cymbal ,Ride Cymbal ,,,Ride Cymbal ,,,Ride Cymbal 2,,,,,,,,Ride Cymbal 2,Ride Cymbal Edge,Ride Cymbal ,Ride Cymbal Edge,Ride Cymbal Edge,Ride Cymbal Edge,Ride Cymbal Edge,,RideCym Edge,RideCym Edge,,,,,,,Ride Cymbal Edge,RideCym Edge,RideCym Edge,,,,,,Concert Cymbal 1,Tabla Tun,[88]Dance Kick,909 BD2,Yyoo Dude   ,TR-808 Open Hi-Hat,Jublag,Jublag,Door Creaking,Reverse Bendir,Reverse TR-808 Open HH,R Rm Snare2 ,Ice Ring    ,Voice One,85Rm CrsCym1
Bongo High  ,High  Bongo,Bongo High  ,,,,,,Bongo High  ,Bongo High  ,Bongo High  ,78 BongH,,CR78 HiBongo,,,High  Bongo,,,,,,,,High  Bongo,CR-78 High Bongo,Bongo High  ,CR-78 High Bongo,CR-78 High Bongo,High  Bongo,High  Bongo,,Bongo High  ,Bongo High  ,,,,,,,High  Bongo,Bongo High  ,Bongo High  ,,,,,,High  Bongo,Tabla Ge,[88]Std 1 Snare 1,Std1 S1,Buk_f       ,CR-78 Open Hi-Hat,Penyacah,Penyacah,Door,Reverse Gun Shot,Reverse TR-707 Open HH,R Jz Snare1 ,Crack Bottle,Voice Two,85Jz CrsCym1
Bongo Lo    ,Low Bongo,Bongo Lo    ,,,,,,Bongo Lo    ,Bongo Lo    ,Bongo Lo    ,78 BongL,,CR78 LoBongo,,,Low Bongo,,,,,,,,Low Bongo,CR-78 Low Bongo,Bongo Lo    ,CR-78 Low Bongo,CR-78 Low Bongo,Low Bongo,Low Bongo,,Bongo Lo    ,Bongo Lo    ,,,,,,,Low Bongo,Bongo Lo    ,Bongo Lo    ,,,,,,Low Bongo,Tabla Ge Hi,[88]Std 1 Snare 2,Std1 S2,Buk_r       ,Crash Cymbal 1,Penyacah,Penyacah,Scratch,Reverse Scratch,Reverse Open Hi-Hat,R Jz Snare2 ,Pour Bottle ,Voice Three,85Br CrsCym1
Mute H.Conga,Mute High Conga,Mute H.Conga,,,,,,Mute H.Conga,Mute H.Conga,Mute H.Conga,808HCng ,,808 Conga   ,,,Mute High Conga,,,,,,,,Mute High Conga,TR-808 Mute High Conga,Mute H.Conga,TR-808 Mute High Conga,TR-808 Mute High Conga,Mute High Conga,Mute High Conga,,Mute H.Conga,Mute H.Conga,,,,,,,Mute High Conga,Mute H.Conga,Mute H.Conga,,,,,,Mute High Conga,Talking Drum,[88]Std 2 Snare 1,Std.2 S1,Gengari_p   ,Crash Cymbal 2,Penyacah,Penyacah,Wind Chimes,Reverse Laser Gun,Reverse TR-606 Open HH,R Br Snare1 ,Soda        ,Voice Tah   ,Hard Crash  
Conga Hi Opn,Open High Conga,Conga Hi Opn,,,,,,Conga Hi Opn,Conga Hi Opn,Conga Hi Opn,808MCng ,,808 Conga   ,,,Open High Conga,,,,,,,,Open High Conga,TR-808 Open High Conga,Conga Hi Opn,TR-808 Open High Conga,TR-808 Open High Conga,Open High Conga,Open High Conga,,Conga Hi Opn,Conga Hi Opn,,,,,,,Open High Conga,Conga Hi Opn,Conga Hi Opn,,,,,,Open High Conga,Bend Talking Drum,[88]Std 2 Snare 2,Std.2 S2,Gengari_m   ,Crash Cymbal 3,Penyacah,Penyacah,Car Engine,Key Click,Reverse  Hu Yin Luo,R Br Snare2 ,Car Engine 2,Voice ComeOn,909 Crash   
Conga Lo Opn,Open Low Conga,Conga Lo Opn,,,,,,Conga Lo Opn,Conga Lo Opn,Conga Lo Opn,808LCng ,,808 Conga   ,,,Open Low Conga,,,,,,,,Open Low Conga,TR-808 Open Low Conga,Conga Lo Opn,TR-808 Open Low Conga,TR-808 Open Low Conga,Open Low Conga,Open Low Conga,,Conga Lo Opn,Conga Lo Opn,,,,,,,Open Low Conga,Conga Lo Opn,Conga Lo Opn,,,,,,Open Low Conga,Caxixi,[55]Snare Drum 2,Tight SD,Gengari_f   ,Brush Crash Cymbal,Penyacah,Penyacah,Car Stop,Techno Thip,Reverse TR-707 CrashCY,R LoFi SD 1 ,Car Horn    ,Voice Kikit ,Jngl Crash  
High Timbale,High Timbale,High Timbale,,,,,,High Timbale,High Timbale,High Timbale,,,High Timbale,,,High Timbale,,,,,,,,High Timbale,High Timbale,High Timbale,High Timbale,High Timbale,High Timbale,High Timbale,,High Timbale,High Timbale,,,,,,,High Timbale,High Timbale,High Timbale,,,,,,High Timbale,Djembe,[55]Concert Snare,Con.SD  ,Gengari_m   ,Hard Crash Cymbal,Penyacah,Penyacah,Car Passing,Pop Drop,Voice One,R LoFi SD 2 ,R.Crossing  ,Voice Aou   ,808 Crash   
Low Timbale ,Low Timbale ,Low Timbale ,,,,,,Low Timbale ,Low Timbale ,Low Timbale ,,,Low Timbale ,,,Low Timbale ,,,,,,,,Low Timbale ,Low Timbale,Low Timbale ,Low Timbale,Low Timbale,Low Timbale,Low Timbale,,Low Timbale ,Low Timbale ,,,,,,,Low Timbale,Low Timbale ,Low Timbale ,,,,,,Low Timbale,Djembe Rim,[88]Jazz Snare 1,Jazz S1 ,Gengari S   ,TR-909 Crash Cymbal,Penyacah,Penyacah,Car Crash,Woody Slap,Reverse Voice One,R HipHop SD1,SL 1        ,Voice Oou   ,Std4 CrsCym1
Agogo       ,High Agogo,Agogo       ,,,,,,Agogo       ,Agogo       ,Agogo       ,,,Agogo       ,,,High Agogo,,,,,,,,High Agogo,High Agogo,Agogo       ,High Agogo,High Agogo,High Agogo,High Agogo,,Agogo       ,Agogo       ,,,,,,,High Agogo,Agogo       ,Agogo       ,,,,,,High Agogo,Timbales Low,[88]Jazz Snare 2,Jazz S2 ,Jang-Gu_c   ,TR-808 Crash Cymbal,Pemade,Pemade,Siren,Distortion Kick,Voice Two,R HipHop SD2,SL 2        ,Punch       ,Rom2 CrsCym1
Agogo       ,Low Agogo,Agogo       ,,,,,,Agogo       ,Agogo       ,Agogo       ,,,Agogo       ,,,Low Agogo,,,,,,,,Low Agogo,Low Agogo,Agogo       ,Low Agogo,Low Agogo,Low Agogo,Low Agogo,,Agogo       ,Agogo       ,,,,,,,Low Agogo,Agogo       ,Agogo       ,,,,,,Low Agogo,Timbales Paila,[88]Room Snare 1,Room S1 ,Jang-Gu_k   ,Mute Crash Cymbal 1,Pemade,Pemade,Train,Syn. Drops,Reverse Voice Two,R House SD  ,Over Blow   ,Screaming   ,Jaz2 CrsCym1
Cabasa      ,Cabasa,Cabasa      ,,,,,,Cabasa      ,Cabasa      ,Cabasa      ,,,Cabasa      ,,,Cabasa,,,,,,,,Cabasa,Cabasa,Cabasa      ,Cabasa,Cabasa,Cabasa,Cabasa,,Cabasa      ,Cabasa      ,,,,,,,Cabasa,Cabasa      ,Cabasa      ,,,,,,Cabasa,Timbales High,[88]Room Snare 2,Room S2 ,Jang-Gu_r   ,Mute Crash Cymbal 2,Pemade,Pemade,Jetplane,Reverse Hi Q,Voice Three,R Jngl SD   ,Sword Boom! ,Laughing    ,Brs2 CrsCym1
Maracas     ,Maracas,Maracas     ,,,,,,Maracas     ,808marac    ,808marac    ,808 Marc,,808marac    ,,,Maracas,,,,,,,,Maracas,TR-808 Maracas,Maracas     ,CR-78 Maracas,CR-78 Maracas,TR-808 Maracas,TR-808 Maracas,,Maracas     ,Maracas     ,,,,,,,Maracas,Maracas     ,Maracas     ,,,,,,Maracas,Cowbell,[88]Power Snare 1,Dance SD,Jing_p      ,Reverse Crash Cymbal 1,Pemade,Pemade,Helicopter,Pipe,Reverse Voice Three,R 606 SD 2  ,Sword Cross ,Voice Hie   ,Crash Mute 1
ShrtWhistle,Short High Whistle,ShrtWhistle,,,,,,ShrtWhistle,ShrtWhistle,ShrtWhistle,,,ShrtWhistle,,,Short High Whistle,,,,,,,,Short High Whistle,Short High Whistle,ShrtWhistle,Short High Whistle,Short High Whistle,Short High Whistle,Short High Whistle,,ShrtWhistle,ShrtWhistle,,,,,,,Short High Whistle,ShrtWhistle,ShrtWhistle,,,,,,Short High Whistle,High Bongo,[88]Power Snare 2,LoFi SD1,Jing_f      ,Reverse Crash Cymbal 2,Pemade,Pemade,Starship,Ice Block,Voice Tah,R Techno SD ,Industry Hit,BabyLaughing,Crash Mute 2
LongWhistle ,Long Low Whistle,LongWhistle ,,,,,,LongWhistle ,LongWhistle ,LongWhistle ,,,LongWhistle ,,,Long Low Whistle,,,,,,,,Long Low Whistle,Long Low Whistle,LongWhistle ,Long Low Whistle,Long Low Whistle,Long Low Whistle,Long Low Whistle,,LongWhistle ,LongWhistle ,,,,,,,Long Low Whistle,LongWhistle ,LongWhistle ,,,,,,Long Low Whistle,Low Bongo,[55]Gated Snare,Gated SD,Jing_m      ,Reverse Crash Cymbal 3,Pemade,Pemade,Gun Shot,Digital Tambourine,Reverse Voice Tah,R Dance SD  ,Drill Hit   ,Frog Voice  ,rStd4CrhSym1
Short Guiro ,Short Guiro,Short Guiro ,,,,,,Short Guiro ,Short Guiro ,Short Guiro ,,,Short Guiro ,,,Short Guiro,,,,,,,,Short Guiro,Short Guiro,Short Guiro ,Short Guiro,Short Guiro,Short Guiro,Short Guiro,,Short Guiro ,Short Guiro ,,,,,,,Short Guiro,Short Guiro ,Short Guiro ,,,,,,Short Guiro,Mute High Conga,[88]Dance Snare 1,LoFi SD2,Asian Gong 1,Reverse TR-909 Crash  C,Pemade,Pemade,Machine Gun,Alias,Voice Ou,R RockSD Dry,Compresser  ,Yyoo Dude   ,rRom2CrhSym1
Long Guiro  ,Long Guiro,Long Guiro  ,,,,,,Long Guiro  ,CR78 Guiro  ,CR78 Guiro  ,78 Guiro,,CR78 Guiro  ,,,Long Guiro,,,,,,,,Long Guiro,CR-78 Guiro,Long Guiro  ,CR-78 Guiro,CR-78 Guiro,Long Guiro,CR-78 Guiro,,Long Guiro  ,Long Guiro  ,,,,,,,Long Guiro,Long Guiro  ,Long Guiro  ,,,,,,Long Guiro,Open High Conga,[88]Dance Snare 2,Dance S2,Big Gong    ,[55]Splash Cymbal,Pemade,Pemade,Laser Gun,Modulated Bell,Voice Au,R LoFi SDRim,Thrill Hit  ,Voice 1     ,rJaz2CrhSym1
Claves      ,Claves,Claves      ,,,,,,Claves      ,808clave    ,808clave    ,808 Clvs,,808clave    ,,,Claves,,,,,,,,Claves,TR-808 Claves,Claves      ,CR-78 Claves,CR-78 Claves,Claves,TR-808 Claves,,Claves      ,Claves      ,,,,,,,Claves,Claves      ,Claves      ,,,,,,Claves,Mute Low Conga,[88]Disco Snare,Rock SDD,Small Gong  ,Splash Cymbal,Pemade,Pemade,Explosion,Spark,Voice Whey,R 909 SD Rim,Explosion 2 ,Voice Au    ,rBrs2CrhSym1
Woodblock   ,High Wood Block,Woodblock   ,,,,,,Woodblock   ,Woodblock   ,Woodblock   ,,,Woodblock   ,,,High Wood Block,,,,,,,,High Wood Block,High Wood Block,Woodblock   ,High Wood Block,High Wood Block,High Wood Block,High Wood Block,,Woodblock   ,Woodblock   ,,,,,,,High Wood Block,Woodblock   ,Woodblock   ,,,,,,High Wood Block,Conga Slap,[88]Elec Snare 2,Tchno SD,"Pai Ban""",[88]Ride Bell,Pemade,Pemade,Dog,Metallic Percussion,Frog Vpoce,R Jngl SDRim,Seal        ,JzVoice Thum,Splash Cym. 
Woodblock   ,Low Wood Block,Woodblock   ,,,,,,Woodblock   ,Woodblock   ,Woodblock   ,,,Woodblock   ,,,Low Wood Block,,,,,,,,Low Wood Block,Low Wood Block,Woodblock   ,Low Wood Block,Low Wood Block,Low Wood Block,Low Wood Block,,Woodblock   ,Woodblock   ,,,,,,,Low Wood Block,Woodblock   ,Woodblock   ,,,,,,Low Wood Block,Open Low Conga,[88]House Snare,House SD,Ban_Gu      ,[88]Brush Ride Bell,Reyong,Reyong,Horse-Gallop,Velocity Noise FX,Reverse Yyoo Dude,R DanceSDRim,Fancy Animal,JzVoice Bop ,85St RdBell 
Mute Cuica  ,Mute Cuica,Mute Cuica  ,,,,,,Mute Cuica  ,Hoo         ,Hoo         ,High Hoo,,Hoo         ,,,Mute Cuica,,,,,,,,Mute Cuica,High Hoo,Hoo         ,High Hoo,High Hoo,High Hoo,High Hoo,,Mute Cuica  ,Mute Cuica  ,,,,,,,Mute Cuica,Mute Cuica  ,Mute Cuica  ,,,,,,Mute Cuica,Conga Slide,[55]Elec Snare 1,HHop SD1,tangu60     ,[88]Ride Cymbal 1,Reyong,Reyong,Birds,Stereo Noise Clap,Douby,R HouseSDRim,Cricket     ,JzVoice Dat ,85Rm RdCym  
Open Cuica  ,Open Cuica,Open Cuica  ,,,,,,Open Cuica  ,Hoo         ,Hoo         ,Low Hoo,,Hoo         ,,,Open Cuica,,,,,,,,Open Cuica,Low Hoo,Hoo         ,Low Hoo,Low Hoo,Low Hoo,Low Hoo,,Open Cuica  ,Open Cuica  ,,,,,,,Open Cuica,Open Cuica  ,Open Cuica  ,,,,,,Open Cuica,Mute Pandiero,[88]Elec Snare 3,606 SD2,tanmt60     ,[88]Ride Cymbal 2,Reyong,Reyong,Rain,Swish,Reverse Douby,R Brsh Tom1 ,Baert ,JzVoice Doun,85Jz RdBell 
MuteTriangl,Mute Triangle,MuteTriangl,,,,,,MuteTriangl,MuteTriangl,MuteTriangl,,,MuteTriangl,,,Mute Triangle,,,,,,,,Mute Triangle,Elec Mute Triangle,MuteTriangl,CR-78 Low Beat,CR-78 Low Beat,Elec Mute Triangle,Elec Mute Triangle,,MuteTriangl,MuteTriangl,,,,,,,Mute Triangle,MuteTriangl,MuteTriangl,,,,,,Mute Triangle,Open Pandiero,[88]TR-808 Snare 1,LoFiSDRm,Bend Gong L ,[88]Brush Ride Cymbal,Reyong,Reyong,Thunder,Slappy,Baert High,R Brsh Tom2 ,Frog Vpoce,Voice Oohs 2,85Br RdBell 
OpenTriangl,Open Triangle,OpenTriangl,,,,,,OpenTriangl,OpenTriangl,OpenTriangl,,,OpenTriangl,,,Open Triangle,,,,,,,,Open Triangle,Elec Open Triangle,OpenTriangl,CR-78 High Beat,CR-78 High Beat,Elec Open Triangle,Elec Open Triangle,,OpenTriangl,OpenTriangl,,,,,,,Open Triangle,OpenTriangl,OpenTriangl,,,,,,Open Triangle,Open Surdo,[88]TR-808 Snare 2,Jngl SD,Bend Gong   ,Ride Cymbal Low Inner,Reyong,Reyong,Wind,Voice Ou,Baert Low,R Brsh Tom3 ,Wind 2,OohsChrdMaj7,85St RdCym  
Shaker      ,Shaker,Shaker      ,,,,,,Shaker      ,Shaker 2    ,Jngl Shaker ,626 Shkr,,626 Shaker  ,,,Shaker,,,,,,,,Shaker,TR-626 Shaker,626 Shaker  ,TR-626 Shaker,TR-626 Shaker,TR-626 Shaker,TR-626 Shaker,,Shaker      ,Shaker      ,,,,,,,Shaker,Shaker      ,Shaker      ,,,,,,Shaker,Mute Surdo,[88]TR-909 Snare 1,HHop SD2,"Huyin Luo L""",Ride Cymbal Mid Inner,Reyong,Reyong,Seashore,Voice Au,Bounce,R 606 Tom   ,Scratch 3   ,OohsChrdMaj7,85Rm RdCym  
Jingle Bell ,Jingle Bell,Jingle Bell ,,,,,,Jingle Bell ,Jingle Bell ,Jingle Bell ,,,Jingle Bell ,,,Jingle Bell,,,,,,,,Jingle Bell,Jingle Bell,Jingle Bell ,Jingle Bell,Jingle Bell,Jingle Bell,Jingle Bell,,Jingle Bell ,Jingle Bell ,,,,,,,Jingle Bell,Jingle Bell ,Jingle Bell ,,,,,,Jingle Bell,Tamborim,[88]TR-909 Snare 2,JnglSDRl,hynlo60     ,Ride Cymbal High Inner,Reyong,Reyong,Stream,Hoo,Reverse bounce,R Jngl Crash,Scratch 4   ,OohsChrdSus4,85Jz RdCym  
Bell Tree ,Bar Chimes,Bell Tree ,,,,,,Bell Tree ,Bell Tree ,Bell Tree ,,,Bell Tree ,,,Bell Tree,,,,,,,,Bell Tree,Bell Tree,Bell Tree ,Bell Tree,Bell Tree,Bell Tree,Bell Tree,,Bell Tree ,Bell Tree ,,,,,,,Bell Tree,Bell Tree ,Bell Tree ,,,,,,Bell Tree,High Agogo,[88]Brush Tap 1,B.Tap 1 ,Huyin Luo Mt,Ride Cymbal Low Edge,Reyong,Reyong,Bubble,Tape Stop 1,Distortion Knock,R St ClsHat ,Scratch 5   ,OohsChrdSus4,85Br RdCym  
Castanets   ,Castanets,Castanets   ,,,,,,Castanets   ,Castanets   ,Castanets   ,,,Castanets   ,,,Castanets,,,,,,,,Castanets,Castanets,Castanets   ,Castanets,Castanets,Castanets,Castanets,,Castanets   ,Castanets   ,,,,,,,Castanets,Castanets   ,Castanets   ,,,,,,Castanets,Low Agogo,[88]Brush Tap 2,B.Tap 2 ,Hu yin Luo H,Ride Cymbal Mid Edge,Reyong,Reyong,Kitty,Tape Stop 2,Guitar Slide,R Rm ClsHat ,Scratch 6   ,JpVoiceLah F,606 Ride Cym
Mute Surdo,Mute Surdo,Mute Surdo,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,,,Mute Surdo,,,Mute Surdo,,,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,,Mute Surdo,Mute Surdo,,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,,,,,,Mute Surdo,Shaker,[88]Brush Slap 1,BrshTap2,Hynlo mute  ,Ride Cymbal High Edge,Reyong,Reyong,Bird 2,Missile,Sub Marine,R Jz ClsHat ,Scratch 7   ,JpVoiceLan F,TR808 Ride  
Open Surdo,Open Surdo,Open Surdo,,,,,,Open Surdo,Open Surdo,Open Surdo,,,Open Surdo,,,Open Surdo,,,,,,,,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,,Open Surdo,Open Surdo,,,,,,,Open Surdo,Open Surdo,Open Surdo,,,,,,Open Surdo,High Whistle,[88]Brush Slap 2,BrshSlp2,naobo60     ,TR-606 Ride Cymbal,Reyong,Reyong,Growl,Space Birds,Noise Attack,R Br ClsHat ,Noise Attack,JpVoiceWah M,ChinaCymbal
Applause 2  ,Applause 2,Applause 2  ,,,,,,Applause 2  ,Small Club,Small Club,,,Applause 2  ,,,Applause 2,,,,,,,,Small Club 1,Small Club 1,Small Club,Small Club 1,Small Club 1,Small Club 1,Applause 2,,Applause    ,Applause    ,,,,,,,Applause,Applause    ,Applause    ,,,,,,Applause,Low Whistle,[88]Brush Slap 3,B.Slap 3,xaobo60     ,TR-808 Ride Cymbal,Reyong,Reyong,Applause 2,Flying Monster,Space Worms,R 707 Claps ,Bounce,JpVoiceWoh M,Chaina Cym2 
,,,,,,,,,HipHop SD 2 ,JnglRollKick,Dance SD,,606 SD 2    ,,,,,,,,,,,,,606 SD 2    ,,,,,,,,,,,,,,,,,,,,,,,Mute Cuica,[88]Brush Swirl 1,B.Swirl1,Dholak 1    ,Chinese Cymbal 1,,,Telephone 1,,Emergency !,R 909 Claps ,Dist Knock,,707 Claps   
,,,,,,,,,LoFi SD Rim ,JnglRolSnare,House SD,,Dance SD    ,,,,,,,,,,,,,Techno SD   ,,,,,,,,,,,,,,,,,,,,,,,Open Cuica,[88]Brush Swirl 2,B.Swirl2,Dholak 2    ,Chinese Cymbal 2,,,Telephone 2,,Calculating...,R R&B Claps1,xxx,,HipHop Claps
,,,,,,,,,HipHop Claps,606 SD 2    ,Rock SDD,,Techno SD   ,,,,,,,,,,,,,House SD    ,,,,,,,,,,,,,,,,,,,,,,,Mute Triangle,[88]Brush Long Swirl,B.LngSwl,,[55]Hand Clap,,,Small Club 1,,Saw LFO Saw,R HipHopClap,,,R&B Claps 1
,,,,,,,,,85St Snare1 ,Dance SD    ,HHop SD1,,Rock SD Dry ,,,,,,,,,,,,,HipHop SD 1 ,,,,,,,,,,,,,,,,,,,,,,,Open Triangle,Standard 1 Snare 1,Std.1 S1,,[88]Hand Clap 2,,,Small Club 2,,,R CompClaps2,,,909 Claps   
,,,,,,,,,85St Snare2 ,Techno SD   ,LoFi SD1,,HipHop SD 1 ,,,,,,,,,,,,,LoFi SD 1   ,,,,,,,,,,,,,,,,,,,,,,,Short Guiro,Standard 1 Snare 2,Std.1 S2,,[88]Hand Clap,,,Applause Wave,,,R Shaker 2  ,,,Comp Claps 2
,,,,,,,,,85Rm Snare1 ,House SD    ,LoFi SD2,,LoFi SD 1   ,,,,,,,,,,,,,LoFi SD 2   ,,,,,,,,,,,,,,,,,,,,,,,Long Guiro,Standard Snare 3,Std.1 S3,,Hand Clap,,,Eruption,,,R JnglShaker,,,909 HandClap
